4145962_0	tell me what is the people 's job title	[ jobTitle ] of @org.schema.Person . Person ( ) ;
2487	who is the QUOTED_STRING_0 award winner that 's also a GENERIC_ENTITY_org.schema.Person:Organization_0 graduate ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1897	please list the person with more than NUMBER_0 jobs .	count ( @org.schema.Person . Person ( ) filter count ( worksFor ) >= NUMBER_0 ) ;
2208	which people have worked for GENERIC_ENTITY_org.schema.Person:Organization_0 inc. and have also attended GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1385	tell me who went to GENERIC_ENTITY_org.schema.Person:Organization_0 and won the QUOTED_STRING_0 award	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
925	search the person having 0 alma maters with the highest number of awards received .	[ * , count ( award ) ] of sort ( count ( award ) desc of @org.schema.Person . Person ( ) filter count ( alumniOf ) == 0 ) [ 1 ] ;
2291	who won QUOTED_STRING_0 and works for GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1565	i want the name of the person who is both a QUOTED_STRING_0 and QUOTED_STRING_1 .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
0	who has a QUOTED_STRING_0 and graduated from GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
980	who has NUMBER_0 jobs and got the QUOTED_STRING_0	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) == NUMBER_0 ;
1235	what people have as a city less than NUMBER_0 jobs and QUOTED_STRING_0 is their living area	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && count ( worksFor ) <= NUMBER_0 ;
2860	amount of jobs do the person having NUMBER_0 awards with the smallest number of awards have	[ count ( worksFor ) ] of sort ( count ( award ) asc of @org.schema.Person . Person ( ) filter count ( award ) == NUMBER_0 ) [ 1 ] ;
518	who is working at GENERIC_ENTITY_org.schema.Person:Organization_0 and went to GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
2254	who has GENERIC_ENTITY_org.schema.Person:Organization_0 on their job resume but is not an QUOTED_STRING_0 winner ?	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
67	tell me the number of awards won in the people with the smallest number of alma maters	[ count ( award ) ] of sort ( count ( alumniOf ) asc of @org.schema.Person . Person ( ) ) [ 1 ] ;
1470	who holds the award both QUOTED_STRING_0 and QUOTED_STRING_1 and gets universities containing no GENERIC_ENTITY_org.schema.Person:Organization_0	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
1899	which person working for GENERIC_ENTITY_org.schema.Person:Organization_0 went to GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1507	how many awards are won in a person with at least NUMBER_0 employers with the highest number of universities ?	[ count ( award ) ] of sort ( count ( alumniOf ) desc of @org.schema.Person . Person ( ) filter count ( worksFor ) >= NUMBER_0 ) [ 1 ] ;
2055	can you tell me how many awards were received by the man or woman who has zero universities .	[ count ( award ) ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) == 0 ;
1596	what are the person having either QUOTED_STRING_0 or QUOTED_STRING_1 in the awards and alma maters containing GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && ( contains~ ( award , QUOTED_STRING_0 ) || contains~ ( award , QUOTED_STRING_1 ) ) ;
1245	which are the person having universities having either GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 that worked at GENERIC_ENTITY_org.schema.Person:Organization_2	@org.schema.Person . Person ( ) filter ( contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) || contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_2 ) ;
1493	retrieve the person with no more than NUMBER_0 awards with the biggest number of alma maters	[ * , count ( alumniOf ) ] of sort ( count ( alumniOf ) desc of @org.schema.Person . Person ( ) filter count ( award ) <= NUMBER_0 ) [ 1 ] ;
2027	pull up staff at the university of GENERIC_ENTITY_org.schema.Person:Organization_0 , GENERIC_ENTITY_org.schema.Person:Organization_1 .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
266	which person contains QUOTED_STRING_0 as city	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 ;
1906	which people are alumna of GENERIC_ENTITY_org.schema.Person:Organization_0 and employed at GENERIC_ENTITY_org.schema.Person:Organization_1	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
905	what is the name of the city of people with NUMBER_0 awards received ?	[ address . addressLocality ] of @org.schema.Person . Person ( ) filter count ( award ) == NUMBER_0 ;
2824	get the city of person having no awards received	[ address . addressLocality ] of @org.schema.Person . Person ( ) filter count ( award ) == 0 ;
1964	how many awards won does the people with fewer than NUMBER_0 employers with the smallest number of awards received have ?	[ count ( award ) ] of sort ( count ( award ) asc of @org.schema.Person . Person ( ) filter count ( worksFor ) <= NUMBER_0 ) [ 1 ] ;
2660	retrieve people with awards received containing no QUOTED_STRING_0 and having NUMBER_0 jobs .	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) == NUMBER_0 ;
2409	display each person who did not graduate from GENERIC_ENTITY_org.schema.Person:Organization_0 and who is a recipient of QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2560	which person studied at GENERIC_ENTITY_org.schema.Person:Organization_0 and GENERIC_ENTITY_org.schema.Person:Organization_1 and worked for GENERIC_ENTITY_org.schema.Person:Organization_2 .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_2 ) ;
2528	enumerate people having city having QUOTED_STRING_0 which received the QUOTED_STRING_1 .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
38	which people won the QUOTED_STRING_0 award and QUOTED_STRING_1 and have city being QUOTED_STRING_2 .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_2 && contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
2906	name the people who have n't won the QUOTED_STRING_0 , but were a QUOTED_STRING_1	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
215	who was was educated at GENERIC_ENTITY_org.schema.Person:Organization_0 and employed by GENERIC_ENTITY_org.schema.Person:Organization_1 or GENERIC_ENTITY_org.schema.Person:Organization_2 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && ( contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) || contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_2 ) ) ;
1321	show me how many jobs there are in people with more than NUMBER_0 colleges	[ count ( worksFor ) ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) >= NUMBER_0 ;
429	i want person that holds the award for QUOTED_STRING_0 and worked at GENERIC_ENTITY_org.schema.Person:Organization_0	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2260	who lives in QUOTED_STRING_0 and won over NUMBER_0 awards ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && count ( award ) >= NUMBER_0 ;
1657	how many alma maters with the lowest number of awards for people with more than NUMBER_0 jobs ?	[ count ( alumniOf ) ] of sort ( count ( award ) asc of @org.schema.Person . Person ( ) filter count ( worksFor ) >= NUMBER_0 ) [ 1 ] ;
1709	what is the number of colleges for the person with NUMBER_0 or more awards have .	[ count ( alumniOf ) ] of sort ( count ( award ) desc of @org.schema.Person . Person ( ) filter count ( award ) >= NUMBER_0 ) [ 1 ] ;
884	what GENERIC_ENTITY_org.schema.Person:Organization_0 alum has won both a QUOTED_STRING_0 and a QUOTED_STRING_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
1835	tell me which people have the lowest number of jobs and who have NUMBER_0 alma maters .	[ * , count ( worksFor ) ] of sort ( count ( worksFor ) asc of @org.schema.Person . Person ( ) filter count ( alumniOf ) == NUMBER_0 ) [ 1 ] ;
1009	what people holds QUOTED_STRING_0 and QUOTED_STRING_1 and is alumni of GENERIC_ENTITY_org.schema.Person:Organization_0 .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
480	give me a list of people having NUMBER_0 or more awards and that have QUOTED_STRING_0 in it	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( award ) >= NUMBER_0 ;
86	find winners of NUMBER_0 awards who received the QUOTED_STRING_0 award .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( award ) >= NUMBER_0 ;
2288	show those who have worked at GENERIC_ENTITY_org.schema.Person:Organization_0 whose college was either GENERIC_ENTITY_org.schema.Person:Organization_1 or GENERIC_ENTITY_org.schema.Person:Organization_2 .	@org.schema.Person . Person ( ) filter ( contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) || contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_2 ) ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
101	how many schools with the highest number of alma maters in NUMBER_0 colleges ?	[ count ( alumniOf ) ] of sort ( count ( alumniOf ) desc of @org.schema.Person . Person ( ) filter count ( alumniOf ) == NUMBER_0 ) [ 1 ] ;
1536	which people have NUMBER_0 colleges and won the QUOTED_STRING_0	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) == NUMBER_0 ;
280	find all the people with no more than NUMBER_0 awards and have not won the QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && count ( award ) <= NUMBER_0 ;
2652	who are those which are alumnus of GENERIC_ENTITY_org.schema.Person:Organization_0 and is QUOTED_STRING_0 awardee	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2511	what person get awards containing 0 QUOTED_STRING_0 ?	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) ;
2056	name the persons who hold NUMBER_0 universities and have received QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) == NUMBER_0 ;
1451	who are the winners of QUOTED_STRING_0 within the QUOTED_STRING_1 city ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
1157	which are the person having fewer than NUMBER_0 alma maters and awards won containing no QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) <= NUMBER_0 ;
1611	tell me person having greater than NUMBER_0 awards received and QUOTED_STRING_0 in the awards received	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( award ) >= NUMBER_0 ;
1619	who did not attend GENERIC_ENTITY_org.schema.Person:Organization_0 university and works for GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
724	how many jobs in the people with 0 jobs with the most employers ?	[ count ( worksFor ) ] of sort ( count ( worksFor ) desc of @org.schema.Person . Person ( ) filter count ( worksFor ) == 0 ) [ 1 ] ;
2196	who won the QUOTED_STRING_0 award that has worked for both GENERIC_ENTITY_org.schema.Person:Organization_0 and GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1067	fetch me what is the colleges of people with no jobs .	[ alumniOf ] of @org.schema.Person . Person ( ) filter count ( worksFor ) == 0 ;
1856	who working for GENERIC_ENTITY_org.schema.Person:Organization_0 received the QUOTED_STRING_0 ?	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
139	who has been given the award for QUOTED_STRING_0 and also worked at company matching GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2813	show me each person that does not hold QUOTED_STRING_0 awards who also graduated from GENERIC_ENTITY_org.schema.Person:Organization_0 .	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
2104	what is the city of the people with the largest number of employers	[ address . addressLocality ] of sort ( count ( worksFor ) desc of @org.schema.Person . Person ( ) ) [ 1 ] ;
773	who has NUMBER_0 universities and got the QUOTED_STRING_0 ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) == NUMBER_0 ;
2568	find individuals with less than NUMBER_0 universities that won QUOTED_STRING_0	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) <= NUMBER_0 ;
2150	which is the person with 0 awards with the most jobs	[ * , count ( worksFor ) ] of sort ( count ( worksFor ) desc of @org.schema.Person . Person ( ) filter count ( award ) == 0 ) [ 1 ] ;
